wavelength (nm),absorption (m^-1),scattering (m^-1)
2211,2006.88,4.70E-06
2212,2005.43,4.70E-06
2213,2005.45,4.70E-06
2214,2005.65,4.70E-06
2215,2006.01,4.70E-06
2216,2006.54,4.70E-06
2217,2007.24,4.70E-06
2218,2008.12,4.60E-06
2219,2009.16,4.60E-06
2220,2010.37,4.60E-06
2221,2011.75,4.60E-06
2222,2014.21,4.60E-06
2223,2015.88,4.60E-06
2224,2017.7,4.60E-06
2225,2019.65,4.60E-06
2226,2021.74,4.60E-06
2227,2023.97,4.60E-06
2228,2026.34,4.60E-06
2229,2028.85,4.50E-06
2230,2031.5,4.50E-06
2231,2034.29,4.50E-06
2232,2038.12,4.50E-06
2233,2041.19,4.50E-06
2234,2044.38,4.50E-06
2235,2047.68,4.50E-06
2236,2051.09,4.50E-06
2237,2054.6,4.50E-06
2238,2058.23,4.50E-06
2239,2061.96,4.50E-06
2240,2065.81,4.50E-06
2241,2069.76,4.40E-06
2242,2071.36,4.40E-06
2243,2075.66,4.40E-06
2244,2080.15,4.40E-06
2245,2084.82,4.40E-06
2246,2089.69,4.40E-06
2247,2094.75,4.40E-06
2248,2100,4.40E-06
2249,2105.44,4.40E-06
2250,2111.07,4.40E-06
2251,2116.9,4.40E-06
2252,2122.98,4.40E-06
2253,2129.01,4.30E-06
2254,2135.24,4.30E-06
2255,2141.66,4.30E-06
2256,2148.26,4.30E-06
2257,2155.05,4.30E-06
2258,2162.03,4.30E-06
2259,2169.2,4.30E-06
2260,2176.56,4.30E-06
2261,2184.11,4.30E-06
2262,2193.66,4.30E-06
2263,2201.66,4.30E-06
2264,2209.79,4.30E-06
2265,2218.05,4.20E-06
2266,2226.44,4.20E-06
2267,2234.95,4.20E-06
2268,2243.6,4.20E-06
2269,2252.37,4.20E-06
2270,2261.27,4.20E-06
2271,2270.3,4.20E-06
2272,2276.2,4.20E-06
2273,2285.54,4.20E-06
2274,2295.11,4.20E-06
2275,2304.9,4.20E-06
2276,2314.92,4.20E-06
2277,2325.17,4.10E-06
2278,2335.65,4.10E-06
2279,2346.35,4.10E-06
2280,2357.28,4.10E-06
2281,2368.44,4.10E-06
2282,2379.82,4.10E-06
2283,2393.76,4.10E-06
2284,2405.29,4.10E-06
2285,2416.97,4.10E-06
2286,2428.81,4.10E-06
2287,2440.81,4.10E-06
2288,2452.96,4.10E-06
2289,2465.27,4.10E-06
2290,2477.74,4.00E-06
2291,2490.36,4.00E-06
2292,2503.13,4.00E-06
2293,2513.87,4.00E-06
2294,2527.33,4.00E-06
2295,2541.02,4.00E-06
2296,2554.93,4.00E-06
2297,2569.06,4.00E-06
2298,2583.41,4.00E-06
2299,2597.98,4.00E-06
2300,2612.77,4.00E-06
2301,2627.79,4.00E-06
2302,2643.02,4.00E-06
2303,2658.48,4.00E-06
2304,2673.33,3.90E-06
2305,2688.84,3.90E-06
2306,2704.58,3.90E-06
2307,2720.57,3.90E-06
2308,2736.81,3.90E-06
2309,2753.29,3.90E-06
2310,2770.02,3.90E-06
2311,2786.99,3.90E-06
2312,2804.2,3.90E-06
2313,2821.67,3.90E-06
2314,2844.52,3.90E-06
2315,2862.7,3.90E-06
2316,2880.98,3.90E-06
2317,2899.34,3.80E-06
2318,2917.79,3.80E-06
2319,2936.33,3.80E-06
2320,2954.96,3.80E-06
2321,2973.68,3.80E-06
2322,2992.48,3.80E-06
2323,3011.37,3.80E-06
2324,3030.35,3.80E-06
2325,3030.72,3.80E-06
2326,3050.64,3.80E-06
2327,3071.15,3.80E-06
2328,3092.27,3.80E-06
2329,3114,3.80E-06
2330,3136.32,3.80E-06
2331,3159.26,3.70E-06
2332,3182.79,3.70E-06
2333,3206.93,3.70E-06
2334,3231.67,3.70E-06
2335,3257.02,3.70E-06
2336,3311.16,3.70E-06
2337,3335.41,3.70E-06
2338,3359.47,3.70E-06
2339,3383.36,3.70E-06
2340,3407.08,3.70E-06
2341,3430.63,3.70E-06
2342,3454,3.70E-06
2343,3477.2,3.70E-06
2344,3500.23,3.70E-06
2345,3523.08,3.70E-06
2346,3545.76,3.60E-06
2347,3569.98,3.60E-06
2348,3595.02,3.60E-06
2349,3619.83,3.60E-06
2350,3644.42,3.60E-06
2351,3668.8,3.60E-06
2352,3692.95,3.60E-06
2353,3716.88,3.60E-06
2354,3740.59,3.60E-06
2355,3764.08,3.60E-06
2356,3787.35,3.60E-06
2357,3810.4,3.60E-06
2358,3808.26,3.60E-06
2359,3829.34,3.60E-06
2360,3850.88,3.60E-06
2361,3872.91,3.50E-06
2362,3895.4,3.50E-06
2363,3918.37,3.50E-06
2364,3941.81,3.50E-06
2365,3965.72,3.50E-06
2366,3990.11,3.50E-06
2367,4014.96,3.50E-06
2368,4040.29,3.50E-06
2369,4076.36,3.50E-06
2370,4103.45,3.50E-06
2371,4130.75,3.50E-06
2372,4158.25,3.50E-06
2373,4185.96,3.50E-06
2374,4213.87,3.50E-06
2375,4241.99,3.50E-06
2376,4270.32,3.50E-06
2377,4298.85,3.40E-06
2378,4327.59,3.40E-06
2379,4356.54,3.40E-06
2380,4385.69,3.40E-06
2381,4407.82,3.40E-06
2382,4437.31,3.40E-06
2383,4467.18,3.40E-06
2384,4497.44,3.40E-06
2385,4528.1,3.40E-06
2386,4559.13,3.40E-06
2387,4590.56,3.40E-06
2388,4622.37,3.40E-06
2389,4654.57,3.40E-06
2390,4687.16,3.40E-06
2391,4720.14,3.40E-06
2392,4762.11,3.40E-06
2393,4795.56,3.30E-06
2394,4829.15,3.30E-06
2395,4862.9,3.30E-06
2396,4896.8,3.30E-06
2397,4930.86,3.30E-06
2398,4965.06,3.30E-06
2399,4999.42,3.30E-06
2400,5033.94,3.30E-06
2401,5068.6,3.30E-06
2402,5103.42,3.30E-06
2403,5134.99,3.30E-06
2404,5170.63,3.30E-06
2405,5206.51,3.30E-06
2406,5242.61,3.30E-06
2407,5278.95,3.30E-06
2408,5315.52,3.30E-06
2409,5352.33,3.30E-06
2410,5389.37,3.20E-06
2411,5426.64,3.20E-06
2412,5464.14,3.20E-06
2413,5501.87,3.20E-06
2414,5539.84,3.20E-06
2415,5578.67,3.20E-06
2416,5616.48,3.20E-06
2417,5654.51,3.20E-06
2418,5692.77,3.20E-06
2419,5731.24,3.20E-06
2420,5769.93,3.20E-06
2421,5808.85,3.20E-06
2422,5847.98,3.20E-06
2423,5887.34,3.20E-06
2424,5926.92,3.20E-06
2425,5966.71,3.20E-06
2426,6006.73,3.20E-06
2427,6034.86,3.10E-06
2428,6076.41,3.10E-06
2429,6118.45,3.10E-06
2430,6161,3.10E-06
2431,6204.04,3.10E-06
2432,6247.59,3.10E-06
2433,6291.64,3.10E-06
2434,6336.19,3.10E-06
2435,6381.24,3.10E-06
2436,6426.79,3.10E-06
2437,6472.84,3.10E-06
2438,6519.39,3.10E-06
2439,6543.69,3.10E-06
2440,6590.86,3.10E-06
2441,6639.05,3.10E-06
2442,6688.27,3.10E-06
2443,6738.52,3.10E-06
2444,6789.8,3.10E-06
2445,6842.1,3.10E-06
2446,6895.43,3.00E-06
2447,6949.79,3.00E-06
2448,7005.18,3.00E-06
2449,7061.6,3.00E-06
